地址	城市	lat_transformed	lon_transformed	Price
杭州市临平区区天樾四季城	杭州市	3372650.528995557	516713.30966989987	27100.0
杭州市临平区区育人嘉园	杭州市	3372015.613373244	517143.70569446596	13436.0
杭州市临平区区康庭和苑	杭州市	3370628.8194400985	521725.75931389024	13632.0
杭州市临平区区春风江南府	杭州市	3372972.3121122792	519069.8224665164	19021.0
杭州市临平区区西小河小区	杭州市	3373304.2543662526	517626.3427172352	12991.0
杭州市临平区区锦绣名邸南区	杭州市	3372108.415898629	518641.41333376034	13876.0
杭州市临平区区诚明诚品	杭州市	3366882.214949036	528315.5915099778	11628.0
杭州市临平区区奥园华景川上锦宸府	杭州市	3371421.7360844305	520938.9924465948	26202.0
杭州市临平区区启城	杭州市	3370893.512483172	521734.06057511	17385.0
杭州市临平区区水岸锦城	杭州市	3371819.026127322	517632.3302754121	14128.0
杭州市临平区区原舍花苑	杭州市	3372498.490154069	517439.72522137646	19045.0
杭州市临平区区金石华城	杭州市	3372854.531663313	518671.9458846945	19699.0
杭州市临平区区锦绣名邸	杭州市	3372260.283788008	518494.59337168257	15070.0
杭州市临平区区杭辰星万里	杭州市	3371373.1835807436	520614.80648880196	17623.0
杭州市临平区区钱江国际广场	杭州市	3372283.778819607	523923.3901427679	11866.0
杭州市临平区区众孚水榭花都	杭州市	3372667.9261718737	517734.0269837606	15573.0
杭州市临平区区里仁路1号	杭州市	3373776.2299585785	517883.98053099785	14150.0
杭州市临平区区野风启明苑	杭州市	3371211.5877141296	521267.41061641835	15704.0
杭州市临平区区西小河街332号	杭州市	3373023.3314497797	517184.4138934122	15173.0
杭州市临平区区张百步弄小区	杭州市	3366882.214949036	528315.5915099778	16436.0
杭州市临平区区皮匠弄	杭州市	3373526.5139267887	517487.6866106915	11989.0
杭州市临平区区西小河街353号	杭州市	3372904.9154849667	517171.3195981143	16298.0
杭州市临平区区市南街	杭州市	3373257.4435006534	518191.1682192643	18199.0
杭州市拱墅区石匠弄	杭州市	3349555.385814697	516371.054518587	37260.0
杭州市拱墅区凤起商务大厦	杭州市	3349677.175581509	516724.6866707463	20082.0
杭州市拱墅区池塘巷2号	杭州市	3349455.7760712956	516291.67929115554	42877.0
杭州市拱墅区柏枝巷	杭州市	3349084.881400167	516625.44819334644	39037.0
杭州市拱墅区海狮沟	杭州市	3349349.0082029016	516709.19099444564	40750.0
杭州市拱墅区遥祥寺巷	杭州市	3349356.0575947436	516696.82516964985	42214.0
杭州市拱墅区王马巷	杭州市	3349245.4783529737	516649.5151585251	37552.0
杭州市拱墅区双眼井巷	杭州市	3349521.1996961073	516509.802775396	35955.0
杭州市拱墅区富润里	杭州市	3349375.592737896	516643.6125991481	35711.0
杭州市拱墅区柳营巷	杭州市	3349386.463806518	516282.9081452144	38874.0
杭州市拱墅区长宁街	杭州市	3349459.954290756	516099.9882369621	36395.0
杭州市拱墅区池塘巷9号	杭州市	3349446.2779520103	516179.73383901705	37779.0
杭州市拱墅区柳营花园西区	杭州市	3349324.3903284348	516222.48763405695	46143.0
杭州市拱墅区柳营花园东区	杭州市	3349334.7024760637	516344.76154221303	46490.0
杭州市拱墅区横燕子弄	杭州市	3349303.9394736327	516570.9525825627	41039.0
杭州市拱墅区天安假日公寓	杭州市	3349632.3455621023	516772.24385895237	36826.0
杭州市拱墅区东清大厦	杭州市	3349029.1135087805	516712.7907909317	34894.0
杭州市拱墅区嘉德广场	杭州市	3349045.2966807894	516167.7116201636	20886.0
杭州市拱墅区洑家弄	杭州市	3355754.7344163363	513153.438038902	36603.0
杭州市拱墅区太平桥横街	杭州市	3355754.7344163363	513153.438038902	36361.0
杭州市拱墅区东清巷	杭州市	3349355.337766248	516742.28564865794	36743.0
杭州市拱墅区金庆公寓	杭州市	3349141.9567068582	516773.1275393141	56797.0
杭州市拱墅区丽景西苑	杭州市	3349451.345585052	516776.1049711849	60045.0
杭州市拱墅区凤起都市花园	杭州市	3349616.5845745336	516615.8189368927	45601.0
杭州市拱墅区水陆寺巷	杭州市	3349127.5049340553	516671.3229886503	36613.0
杭州市拱墅区新华路小区	杭州市	3349486.285712767	516510.9197660603	38403.0
杭州市拱墅区林司后	杭州市	3349667.4629899655	516403.79000350804	38746.0
杭州市拱墅区青春坊	杭州市	3355754.7344163363	513153.438038902	38697.0
杭州市拱墅区吴牙新村	杭州市	3349163.5336736897	516248.41249162756	40059.0
杭州市拱墅区青云街	杭州市	3349659.9516695486	516076.99756099493	37433.0
杭州市拱墅区威乙巷	杭州市	3349649.263091794	516428.6229728256	39975.0
杭州市拱墅区长庆街	杭州市	3349267.211274767	516288.20996095816	29819.0
杭州市拱墅区三圣巷	杭州市	3355754.7344163363	513153.438038902	37707.0
杭州市拱墅区庆春路80到84号	杭州市	3348994.1271698126	517992.8082361306	36516.0
杭州市余杭区长吴公寓二期	杭州市	3350736.0753720254	497509.15568241995	20898.0
杭州市余杭区天鸿香榭里	杭州市	3350736.0753720254	497509.15568241995	35554.0
杭州市余杭区万科北宸之光三期拱宸	杭州市	3358415.0306066894	511434.0754655989	32375.0
杭州市余杭区星桥锦绣嘉苑	杭州市	3356985.5481115845	510437.3347820564	27584.0
杭州市余杭区昌运里二区	杭州市	3358716.7737812605	512231.28722887184	23309.0
杭州市余杭区方正荷塘月色	杭州市	3366198.0990054733	510245.9529412162	37934.0
杭州市余杭区宝嘉誉峰	杭州市	3350736.0753720254	497509.15568241995	42989.0
杭州市余杭区耀翔悦尚	杭州市	3350736.0753720254	497509.15568241995	33692.0
杭州市余杭区滨江万家名城一期	杭州市	3358217.554467035	511034.39358491765	35754.0
杭州市余杭区万科北宸之光二期	杭州市	3358442.918273652	511463.71822613856	32583.0
杭州市余杭区昌运里一区	杭州市	3358521.8094356204	512233.7366096364	19399.0
