lon	lat	Level1	Level2
3411820.4110232284	329664.5218164542	4	10
3411829.624145288	330494.70308166416	4	10
3410766.4783841097	330226.3625204251	4	10
3412495.928708228	328559.91427621763	4	10
3412547.1025273153	329071.95147756	4	10
3411799.2471872466	331416.01779155666	0	0
3412068.6136447787	330739.130734543	0	0
3412426.8668578397	329617.8792970207	2	3
3412323.542213784	330708.27950165886	0	0
3412370.195843115	330281.65396281367	0	0
3412207.9725334616	331152.7268587953	0	0
3412498.8753657625	330714.7223562501	0	0
3412461.6721845744	331149.9155150698	4	10
3412112.574716688	331670.6147708127	4	10
3413113.514701574	329927.48605186614	4	10
3412754.183687075	330729.9855225282	0	0
3412435.597588866	331768.48325353884	2	3
3412950.996688665	330252.1091820213	2	3
3412290.653810811	332774.6885370047	2	3
3413152.4667405705	331762.23702293285	2	3
3413149.1982319974	331988.65090148785	4	10
3411919.6687763007	332938.3040620162	4	10
3411982.0492168786	333214.3186128792	4	10
3411703.537359649	331879.4006186128	4	10
3412676.015067625	328629.8362273903	4	10
3413490.203013994	329443.3052214368	4	10
3413600.8999763923	329489.18071179645	4	10
3412734.6172432858	329485.3601403934	2	3
3412980.0295862593	332401.54102832155	2	3
3413373.271489688	332303.7855555607	2	3
3413316.4139399044	332329.309855136	2	3
3413052.112890704	331472.4282657154	2	3
3413293.6852250556	330483.8918301357	2	3
3421666.163469131	333789.99384339893	4	10
3421327.099469511	334723.2193369307	4	10
3421279.814793803	334235.0247474831	4	10
3411297.950215134	335424.6360173883	4	10
3411440.4237932125	335399.10368254554	2	3
3412478.324889693	334129.9778673857	4	10
3412429.9468857744	334756.84580999136	4	7
3412375.0178732155	335302.6448155995	4	10
3411691.395800656	335565.3713409412	4	10
3412598.1086297627	334647.80895442795	2	3
3411513.0706124487	336355.8813074504	4	9
3411421.3995155743	336378.57105907594	0	0
3412472.082127836	336479.12004272605	4	10
3412045.6419595834	335864.2937297604	4	10
3412662.2104228875	335222.653548897	4	10
3412711.5266103544	334510.17081501265	4	10
3412832.2518010926	335921.9427437402	4	10
3405678.9832289964	331991.3890782621	4	10
3405831.7424522145	332564.57162347133	2	3
3405897.177574204	331755.42455046397	0	0
3406068.6854705997	332477.39373983163	2	3
3406420.412344029	332398.8931662385	2	3
3406553.965295488	332798.5798954961	2	3
3406760.982745704	331924.8131371717	2	3
3407303.028714373	331644.1068023937	2	3
3406390.9564548316	331598.7367835429	2	3
3407312.190275556	331908.7229443025	2	3
3407050.6823191866	332290.5671446517	0	0
3407091.736665857	332731.02146892814	4	10
3407487.314676407	332711.2192920995	2	3
3408056.5116727185	332372.42296123883	4	10
3408163.255046436	332191.0825560003	4	10
3408023.968840944	332282.77701697504	4	10
3407688.0225411346	332366.7354515748	4	10
3407848.4369146973	332716.3482956809	4	10
3408199.8140218873	332987.42590384936	2	3
3407516.680436993	335992.1085709651	4	10
