lon	lat	Level1	Level2
4386645.180242322	418190.86302065913	4	10
4385492.643872779	420925.93044268544	4	10
4385280.005327739	421924.92413850134	4	10
4383411.549372218	419001.5931114756	4	10
4386957.258020405	418359.0884999087	2	3
4386934.387001218	418266.18548683723	0	0
4388811.012376349	412153.5605509031	2	3
4386781.589806495	417527.86197498714	0	0
4389047.101774086	408671.4336593282	0	0
4390042.622341752	408629.74191171955	2	3
4387757.999738408	417128.67476146045	0	0
4390826.802053458	406178.16009439674	4	7
4388440.891758896	406616.54101237	0	0
4387211.121598615	403896.69156902557	4	10
4386765.32938288	404267.42111874383	4	9
4386227.210186164	402678.6335155913	4	7
4387798.967163346	417702.4752255327	2	3
4390366.271402758	408828.8471628191	2	3
4389142.02373723	412495.2347068886	0	0
4387999.511275777	419105.62873116956	4	10
4384033.260416191	430314.95131857065	0	0
4384726.80185337	428989.60711712233	3	5
4383046.215812523	427773.96514781547	4	10
4383264.343045174	427323.56677649025	4	10
4388233.468380027	419023.9184957031	4	10
4387383.9671240775	418827.1436211964	4	7
4387740.614753814	418021.72578498407	4	10
4382408.221130139	439500.008290869	4	10
4381075.9106826335	440810.64873168204	4	10
4388932.089124025	413068.1923503314	4	7
4387031.979511434	419381.1585554899	4	10
4386837.659579678	420444.7100559827	4	10
4390816.869583966	408879.8733029138	4	10
4382603.914263579	441819.77094174846	4	10
4389915.049461865	413543.74485682446	4	8
4388080.12618528	419583.9598015684	0	0
4380475.347259956	444248.9494488037	3	5
4378319.299567265	445087.6317351885	4	10
4391509.533525536	406458.00595881743	4	10
4388218.91744086	420204.09826924285	4	10
4388046.414704518	416196.05554611085	4	10
4387088.554845691	413151.76649373805	4	9
4385679.249362126	413443.56732461276	2	3
4385701.64851958	416489.6480560304	2	3
4385426.130490643	416391.5265965891	4	10
4385098.728609396	416171.9923333669	4	10
4384831.42945148	416030.37701399025	4	10
4384580.455953975	416089.2041960761	4	10
4383969.616155064	415991.47788892296	0	0
4388616.3889888935	420189.1224142252	4	10
4390384.914371789	412804.5791502255	2	3
4389925.79091417	410607.5491724552	2	3
4388568.10719419	411329.10497701255	4	7
4388202.877093119	409838.9840521891	4	10
4390241.741919942	413597.7250597938	2	3
4383847.011855418	430904.0159666175	4	10
4390243.982747613	412427.12078564503	4	10
4388688.427252188	419822.45620641066	0	0
4388731.946730625	420306.8279604728	4	10
4388861.995621763	420369.2009115274	4	10
4388566.573319999	420510.6936141782	4	10
4383161.518729328	441733.4784736428	4	10
4391743.632039888	409984.78215362574	4	10
4391217.922444839	409293.94115812064	2	3
4383278.348967794	441800.78379284655	4	10
4391131.79549167	412147.96774798236	2	3
4383268.717072787	440395.5563111248	4	10
4388822.971514831	418606.5721639997	4	10
4388335.193019276	417486.4649801324	0	0
4388091.71380278	417174.60698700044	4	8
4383994.583270938	441560.3941749578	4	10
4388195.585310028	421993.4545680147	4	10
4386916.182832581	421476.9362232456	4	10
4387610.349113388	421943.43070089555	3	5
4386585.26285343	422378.50566070346	4	7
4386416.9355299445	420944.4792340238	4	10
4392158.531410558	409578.4674431585	0	0
4391455.986659155	408051.816606759	0	0
4389256.478645976	420312.7669615027	4	10
4382059.262307348	444692.7286026686	4	10
4384108.562431888	441839.97905842593	4	10
4388219.240782489	423969.7902874467	4	10
4387579.263461527	427421.04554405226	4	10
4385194.045696433	428229.0119788599	4	10
4392135.233516407	411623.4969044012	0	0
4390788.308242362	416729.89191894635	0	0
4389517.638918986	419910.9071703233	0	0
4391725.862900952	412092.9168292792	4	10
4391961.220643338	411127.5513323494	4	10
4391553.531892727	413013.81421254436	2	3
4392363.882122677	411504.2383998805	2	3
4390707.820829903	415659.3367754895	4	10
4389356.634238785	421290.9071561991	2	3
4391352.018888449	416250.7821512828	4	7
4391604.272454285	415968.59140371165	4	10
4392640.501788311	411587.28913735144	4	7
4389871.94913727	419296.39305924077	0	0
4392398.810386061	412255.19005123933	4	10
4391186.08109257	414284.1579946111	2	3
4390118.482054146	413920.64497640566	4	10
4391857.825280945	415900.66395130707	2	3
4385847.945998381	438495.7556678332	4	7
4385526.357615091	438484.971970843	4	10
4393144.509502322	411861.5404205118	4	10
4385571.418949875	440800.35313246667	0	0
4393375.877461204	412077.0829028619	2	3
4391891.448555044	416453.2069032755	4	10
4392140.845099948	416747.3087742263	4	10
4392176.7903017	416917.5632369915	4	10
4392063.551760687	416893.50213276246	4	10
4392054.1132948715	416885.40788924554	4	10
4392042.214356334	416871.8424283537	4	10
4392032.9586014785	416863.4424330125	4	10
4392023.702855697	416855.0424175534	4	10
4392014.447118989	416846.6423819751	4	10
4392002.5482475255	416833.0767916236	4	10
4393548.497732643	412174.85837894527	1	2
4392810.999890574	412044.6403926606	0	0
4391643.9644338265	417347.7940284119	4	10
4391947.391186463	416873.9467566318	4	10
4391956.773623836	416882.20800086	4	10
4391966.156069949	416890.46922508697	4	10
4391975.538524804	416898.7304293136	4	10
4391984.9209884005	416906.9916135395	4	10
4391997.071818686	416920.4196373919	4	10
4392006.4543049	416928.68077266094	4	10
4392015.838141876	416936.9424766352	4	10
4391482.735781075	419162.6572672331	0	0
